response_id,survey_name,survey_group,response_date,response_month,county,sub_county,organization,facility_name,facility_ownership,gender,age_group,education_level,marital_status,user_type,satisfaction,access_challenge,equipment_adequate,confidentiality,rights_awareness,comfortable_at_facility,counseled,sentiment_score,sentiment_label,themes,snippet,positive_text,concern_text,improvement_text,access_text,highlight_text,additional_text,mental_challenges,mental_support_sought,mental_network_response,mental_support_needed
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Male,25-34,Vocational training or technician,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.7003,Positive,"staff_attitude, medicines_supplies, equipment_space",Nothing,Good approach from the nurse,Nothing,Laboratory,More drugs should be brought on board,Good hygiene,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Male,35-44,Secondary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5248,Positive,"staff_attitude, medicines_supplies, access_cost",No comments,The facility is accessible and clean,No comments,No comments,To be given drugs for six months,The providers are friendly and professional,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,45-54,Never attended school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6969,Positive,"staff_attitude, medicines_supplies, food_transport_support",No comments,Staffs are supportive,No comments,Additional of more ART drugs,Additional of more ART drugs,Satisfied,Support on children school fees,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rusinga Island of Hope Humanist Health Centre,Private,Female,25-34,Secondary school,Married,Unknown,Very satisfied,Yes,No,Yes,Yes,Yes,Yes,0.891,Positive,"staff_attitude, wait_time",Too much waiting time at the facility,Good treatment,Too much waiting time at the facility,More nurses should be brought,More nurses should be brought,"Good treatment, good hygiene, good staff",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Female,18-24,Secondary school,Single,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,0.8807,Positive,"staff_attitude, equipment_space, access_cost",Nothing,The services were well delivered,Nothing,The facility infrastructure,Access to free access,"Good treatment, good approach from the nurse",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Male,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.1027,Mixed / Neutral,"staff_attitude, wait_time, food_transport_support",No comments,Staffs are supportive,No comments,Too much time is wasted on the waiting area,Time management,Satisfied,Provide projects that will generate income,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,25-34,Primary school,Single,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.1916,Mixed / Neutral,"staff_attitude, food_transport_support",No comments,Staffs are supportive,No comments,No comments,No comments,Satisfied,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Female,18-24,Secondary school,Single,Unknown,Very satisfied,Yes,No,Yes,Yes,Yes,No,0.6124,Positive,"medicines_supplies, equipment_space",Nothing,The services were attended well,Nothing,The services,Drugs should be available at the facility,Good hygiene,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Male,18-24,Primary school,Single,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.1916,Mixed / Neutral,"staff_attitude, food_transport_support",No comments,Staffs are supportive,No comments,No comments,No comments,Satisfied,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Female,35-44,Primary school,Polygamous,Unknown,Satisfied,No,No,Yes,No,Yes,No,0.5076,Positive,"staff_attitude, food_transport_support, counseling_mental_health",None,Friendly staff,None,Nutritional support,None,"Likes- friendly staff, improved system","Frequent counseling sessions, care and treatment needs that.",,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rusinga Island of Hope Humanist Health Centre,Private,Male,18-24,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.8271,Positive,"staff_attitude, wait_time",Too much waiting at the facility,Polite nurse,Too much waiting at the facility,A doctor should be employed,A doctor should be employed,"Good treatment, good hygiene, good staff",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Female,45-54,Secondary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.765,Positive,,Lack of enough services I needed,Good treatment,Lack of enough services I needed,The services,More services rendered should be improved,Good hygiene which makes the facility to be conducive for any patient,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kabondo Sub-County Hospital,GOK,Female,45-54,Nursery/Pre-school,Widowed,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.0997,Mixed / Neutral,wait_time,None,Good,None,Refuse to answer,Refuse to answer,Fast,Refuse to y,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Holy Family Oriang Health Centre 3A,FBO,Male,65+,Primary school,Polygamous,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.0,Mixed / Neutral,"wait_time, medicines_supplies, equipment_space",Nothing,Quick services,Nothing,Nothing,Nothing,Availability of drugs,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Male,65+,Primary school,Widowed,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.7332,Positive,"staff_attitude, wait_time, food_transport_support",None,Quick services,None,None,None,"Likes- friendly staff, receiving ART in full",Grateful for ART support,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,GOK,Female,35-44,Secondary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,,Nothing,Maternal health services,Nothing,Physiotherapy,Alighn rural hospitals,Most Unqualified personel,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Male,18-24,University/College,Single,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,0.9477,Positive,"staff_attitude, wait_time, equipment_space",Too much waiting at the facility,Good treatment,Too much waiting at the facility,The facility should have a better laboratory,A doctor should be employed at the facility to help in good treatment,"Friendly nurse at the facility, good treatment",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Obwanda Dispensary,GOK,Male,65+,Nursery/Pre-school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.765,Positive,"staff_attitude, medicines_supplies, counseling_mental_health",No,Nice to me and thanks.,No,Service delivery is good for me.,Supply of ART drugs in time,Lack of cortrimoxazole drugs be monitored,"Ready to serve staff, counseling services be maintained.",,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Bora Bora Clinic,Private,Female,18-24,Secondary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.9098,Positive,staff_attitude,None.,Good services.,None.,Nothing.,Expand facility and add more staffs.,Well treatment. Good services. Well encouraged.,Asking for a job vacancy.,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rusinga Island of Hope Humanist Health Centre,Private,Female,18-24,University/College,Single,Unknown,Very satisfied,Yes,No,Yes,Yes,Yes,Yes,0.9022,Positive,"staff_attitude, wait_time",Too much waiting at the facility,Polite nurse,Too much waiting at the facility,Pharmacy,The services rendered should be improved,"Friendly nurse, good treatment, good hygiene",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,25-34,University/College,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.6124,Positive,"wait_time, medicines_supplies, counseling_mental_health",Long Waiting line,Mental health programs,Long Waiting line,Insurance,Offer urgent care services,Cheap drugs,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kandiege Sub-District Hospital,GOK,Female,35-44,Primary school,Separated,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6412,Positive,food_transport_support,Nothing,Good service delivery,Nothing,Adherence support,Nothing,Good time management,Any other health related support would be appreciated,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,18-24,Secondary school,Single,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.6369,Positive,,Rushing,Maternal services,Rushing,Insurance,Reduce inpatients,Commits to excellence,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Obwanda Dispensary,GOK,Female,55-64,Nursery/Pre-school,Married,Unknown,Satisfied,No,Other,Yes,Yes,Yes,Yes,-0.25,Negative,"medicines_supplies, equipment_space",Unsure of,Available services all the time.,Unsure of,CTX septrim drugs be availed.,Finance and accounting.,Normal services,Supply the drugs in totality to provide for our upkeep.,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Female,35-44,Nursery/Pre-school,Polygamous,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.857,Positive,"staff_attitude, medicines_supplies, food_transport_support, access_cost, counseling_mental_health",None,"Viral load conducted, appreciated",None,"Affordable healthcare, failed treatment",None,"Likes- friendly and supportive staff,","Improvement on home based care treatment,counseling",,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Male,18-24,University/College,Single,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,0.7845,Positive,"medicines_supplies, equipment_space",Lack of enough drugs,The services were good,Lack of enough drugs,The facility laboratory,More drugs should be brought to help in good distribution of drugs,Good hygiene,No,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kandiege Sub-District Hospital,GOK,Female,45-54,Primary school,Widowed,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.2542,Positive,"medicines_supplies, food_transport_support",Nothing,Good service delivery,Nothing,Adherence support,Adequate supply of drugs,Nothing,Food supplement support would be appreciated,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Male,55-64,Never attended school,Widowed,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.4939,Positive,,Long lines,Aged care services,Long lines,Billing,Digital technology,Unclean latrines,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Female,45-54,Secondary school,Married,Unknown,Very satisfied,Yes,No,Yes,Yes,Yes,No,0.9313,Positive,"staff_attitude, medicines_supplies, equipment_space",Less testing kits,Good care,Less testing kits,The facility infrastructure,A doctor should be employed to help the nurse in good delivery of the services,Friendly nurse at the facility,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Bora Bora Clinic,Private,Female,35-44,Nursery/Pre-school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.8629,Positive,"food_transport_support, access_cost",Nothing,Good services they do.,Nothing,Nothing.,Nothing,"Well treatment, good service well encouraged.",She has luck of money and food. She can't even afford to buy any so she needs support.,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Obwanda Dispensary,GOK,Female,45-54,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.7783,Positive,"equipment_space, confidentiality_stigma, access_cost",Not aware,"Good service, accessible and affordable.",Not aware,On equipments and accessories.,Home visits and follow up services be maintained,Like the confidentiality and security.,Continued supply of ART services in time.,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rangwe Sub-District Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.6597,Positive,"food_transport_support, equipment_space, confidentiality_stigma",Nothing,Nothing,Nothing,Expansion of the hospital,Yes expansion of the hospital,Confidential,Support my business,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Male,35-44,University/College,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.3612,Positive,"staff_attitude, wait_time, medicines_supplies",Long Waiting time,Alcohol and drug programs,Long Waiting time,Insurance,Offer urgent care services,Unfriendly staffs,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Male,55-64,Primary school,Married,Unknown,Satisfied,No,No,Yes,No,Yes,No,-0.0598,Mixed / Neutral,"wait_time, medicines_supplies, food_transport_support",None,Quick services,None,Nutritional supplements,None,Likes- professionalism,"Transfer acceptability,",,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,Private,Female,35-44,Secondary school,Married,Unknown,Very satisfied,Yes,No,Yes,Yes,Yes,No,0.5423,Positive,medicines_supplies,Lack of enough drugs at the facility,The services were good,Lack of enough drugs at the facility,The services,More drugs should be brought on board,Good hygiene,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rusinga Island of Hope Humanist Health Centre,Private,Male,25-34,Secondary school,Polygamous,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.8271,Positive,"staff_attitude, wait_time, equipment_space",Too much waiting at the facility waiting room,Good treatment,Too much waiting at the facility waiting room,Laboratory,More nurses should be put on board,"Polite nurse, good treatment, good hygiene",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,18-24,Vocational training or technician,Single,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.2263,Positive,"wait_time, medicines_supplies",Long Waiting time,Maternal health services,Long Waiting time,Physiotherapy,Reassess inpatient,Adequate drugs,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Yala Dispensary,GOK,Male,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5106,Positive,"staff_attitude, medicines_supplies",N A,I got drugs,N A,Maintain the good services rendered at the facility,Not sure,"Likes: good services, friendly staffs",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Obwanda Dispensary,GOK,Female,45-54,Primary school,Widowed,Unknown,Very satisfied,Yes,Other,Yes,Yes,Yes,Yes,0.8398,Positive,"staff_attitude, wait_time, medicines_supplies, equipment_space, access_cost",Test results take a long time.,Well served with the drugs,Test results take a long time.,The test results should be provided in time.,Be ready to serve us well and in time.,"Like the staff-client relations, availability of ART drugs and follow up services. Don't like the payment for other ailments be affordable price and results be hastened.",Lateness in opening the facility to improve.,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Gede Health Center,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.0997,Mixed / Neutral,"staff_attitude, food_transport_support",No comments,The social interaction with the clients,No comments,Time management,No comments,No comments,Providers to continue supporting clients,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,45-54,Primary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.4588,Positive,"staff_attitude, counseling_mental_health",Rudeness,Mental health,Rudeness,Build a bigger pharmacy,Improve on diet,Foster a culture of innovation,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Mariakani District (Sub Couty) Hospital,GOK,Female,45-54,Primary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5556,Positive,"staff_attitude, food_transport_support, confidentiality_stigma, access_cost",No comment,The services are good,No comment,No comment,Provide transport to clinic,1.staffs are friendly 2.privacy 3.follow-ups,No comment,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kabondo Sub-County Hospital,GOK,Male,55-64,Primary school,Married,Unknown,Very satisfied,No,Not sure,Yes,Yes,Yes,Yes,-0.1793,Mixed / Neutral,"wait_time, food_transport_support",No,Good,No,Wards to be renovated,None,Good and fast,Porridge flour to be provided,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Female,55-64,Never attended school,Widowed,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.6715,Positive,"staff_attitude, food_transport_support",None,Enough ART to last longer,None,Nutritional support,None,"Likes- quality services, friendly staff",Economical support for those on care and treatment.,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rangwe Sub-District Hospital,GOK,Female,25-34,Primary school,Single,Unknown,Very satisfied,No,Other,Yes,Yes,Yes,Yes,-0.0237,Mixed / Neutral,confidentiality_stigma,No challenge,It has no effects,No challenge,Yes,Yes,Accurate and confidential,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Holy Family Oriang Health Centre 3A,FBO,Male,35-44,Primary school,Polygamous,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.0,Mixed / Neutral,"wait_time, medicines_supplies, equipment_space",Nothing,Quick services,Nothing,Nothing,Nothing,Availability of ART drugs Long TCA,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27 09:07:39,2023-03,Homa Bay,,LARCOD,Yala Dispensary,GOK,Male,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.7946,Positive,,N A,Services rendered are good,N A,Maintain the good services,Have no idea,"Likes: good services, make calls as a reminder to clients",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Mariakani District (Sub Couty) Hospital,GOK,Female,35-44,Nursery/Pre-school,Separated,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.128,Mixed / Neutral,"staff_attitude, wait_time, medicines_supplies, food_transport_support, confidentiality_stigma, access_cost",No comment,Services are good,No comment,Staffs to be quick when serving clients to avoid crowding,Provide transport to clinic,1.staffs are friendly 2.free drugs 3.privacy,No comment,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rangwe Sub-District Hospital,GOK,Female,55-64,Secondary school,Married,Unknown,Very satisfied,No,Yes,Yes,No,Yes,Yes,0.2235,Positive,"staff_attitude, equipment_space",It has no effects,Nothing,It has no effects,Hospital should be added with more Doctors,Expansion of the hospital,Accurate,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27 09:02:23,2023-03,Homa Bay,,LARCOD,Yala Dispensary,GOK,Male,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.9287,Positive,staff_attitude,N A,Got Covid 19 vaccine,N A,Services are good so far,Add staffs,"Likes: friendly staffs, remind on date of booking, good services",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Female,25-34,Secondary school,Divorced,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,-0.4459,Negative,wait_time,None,Quick services,None,None,None,"Likes- quality services, professionalism",No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Gede Health Center,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,No,0.4745,Positive,access_cost,No comments,"The delivery of the services, were good.",No comments,Time management,Clean environment for access of the clients,No comments,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Male,18-24,Secondary school,Single,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.4404,Positive,"staff_attitude, medicines_supplies, food_transport_support, access_cost",Nothing,They were good,Nothing,Employ more staffs,Transportation,Cheap drugs,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27 08:57:22,2023-03,Homa Bay,,LARCOD,Yala Dispensary,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8952,Positive,"staff_attitude, wait_time, medicines_supplies",N A,I got drugs for 6 months,N A,Maintain the good services,Have more staffs,"Likes: make calls as a reminder, offer good and quick services",Thanks for the follow up,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kandiege Sub-District Hospital,GOK,Male,65+,Never attended school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8349,Positive,"medicines_supplies, food_transport_support",Nothing,Good service delivery,Nothing,Adherence support,Adequate supply of drugs,Good time management,Food supplement support would be appreciated,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Male,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.2431,Positive,"staff_attitude, food_transport_support",None,Received ART,None,None,None,"Likes- quality services, very professional staff",Request for Continued support .,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kabondo Sub-County Hospital,GOK,Male,55-64,Secondary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.6295,Positive,wait_time,None,Good,None,To increase the number of chvs within the community,Don't know,Fast and good,None,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Oriang (SDA) Health Centre,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.9216,Positive,"wait_time, medicines_supplies, equipment_space, confidentiality_stigma",I didn't get septrine,Served quite fast,I didn't get septrine,Improve the supply of septrine,Improve drugs stock and better equipments,"Good care, confidentiality and professionalism",I am happy to have been served,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Gede Health Center,GOK,Female,35-44,Primary school,Separated,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,No,0.5699,Positive,staff_attitude,No comments,The providers are friendly and welcoming,No comments,Increased clients satisfaction index at every point of services,No comments,Defaulters tracing is well done,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rusinga Island of Hope Humanist Health Centre,Private,Female,18-24,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.5842,Positive,,Nothing,Good treatment,Nothing,Pharmacy,Pharmacy,,No,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Male,45-54,Never attended school,Separated,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6969,Positive,"staff_attitude, medicines_supplies, food_transport_support, access_cost",No comments,Staffs are supportive,No comments,Additional of more ART drugs,Additional of more ART drugs,Satisfied,Support on food and transport,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Homa Bay County Teaching and Referral Hospital,GOK,Male,55-64,Secondary school,Polygamous,Unknown,Very satisfied,No,Yes,Yes,No,Yes,Yes,0.5837,Positive,staff_attitude,Nothing,I like these services because they keep me alive,Nothing,Improve on home visits,Nothing,I like how friendly the staffs are,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,No,0.1218,Mixed / Neutral,"staff_attitude, medicines_supplies, counseling_mental_health",None,Received ART medicine,None,None,None,"Likes- friendly staff, quality services,",More Frequent counseling sessions for clients,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kobuya Dispensary,GOK,Female,25-34,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6807,Positive,staff_attitude,None,Good client services,None,Nothing,Currently None,"Friendly Client service, Good teachings and Clinic visit Reminders",Nothing. Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,35-44,Never attended school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.7096,Positive,"staff_attitude, medicines_supplies, counseling_mental_health",Unfriendly nurses,Mental health programs,Unfriendly nurses,Encourage nurses to be friendly,Digtalise technology,Adequate drugs,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Homa Bay County Teaching and Referral Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,No,Yes,No,Yes,Yes,-0.2299,Negative,"medicines_supplies, food_transport_support, equipment_space",Nothing,Consultation services are always available,Nothing,Provide other medications apart from ART within the ccc department,Provide food supplements,I like how professionally services are offered but I don't like how we are asked to buy other medicines outside the facility,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Oriang (SDA) Health Centre,GOK,Female,35-44,Primary school,Widowed,Unknown,Satisfied,No,Not sure,Yes,Yes,Yes,Yes,0.8481,Positive,"staff_attitude, medicines_supplies, equipment_space",Nothing mention,My blood sample was taken,Nothing mention,The other drugs to be added,Add more staff to the facility,"Friendly staff, good service and drugs available",The service is a relief to us,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,35-44,Nursery/Pre-school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5423,Positive,"staff_attitude, wait_time, food_transport_support",Too much time is wasted on the waiting area,Staffs are supportive,Too much time is wasted on the waiting area,Time management,Time management,Satisfied,Capital to boost her business,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Holy Family Oriang Health Centre 3A,FBO,Female,25-34,Secondary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.4404,Positive,"staff_attitude, medicines_supplies, equipment_space",Nothing,Good reception,Nothing,Nothing,Nothing,"Drugs available,long TCA. Reminder call",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27 08:40:48,2023-03,Homa Bay,,LARCOD,Yala Dispensary,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8791,Positive,"staff_attitude, wait_time",N A,Teachings,N A,Have no idea,"Facility uplift, more staffs","Likes: good services friendly staffs, quick services",Thanks,,,,
